"","S1","S2","pH","CE","FHR","RAS","CIC","MO","Arcilla","Limo","Arena","L1","L2","Tree_dens","AB3_kgT","AB2_kgT","AB3_Mgha","AB2_Mgha","A_RGR","B_BP_Mgha","Arid_Koppen","Arid_Emberg","Arid_Dm","MAT","MAP","T_Cold_M","PET","Aridity4","Arid_Pal","ai_chelsa","Ht_ifn","def","LTo","LMAo","LDo","LAo","WDMCo","PPplot","AI"
"1",0.344965631272293,-0.418043512295413,7.355,0.1517,2.3665,0.395,25.41,3.58,11.545,8.495,79.96,1.27209186949121,-1.98359491442045,15.2788745542806,6199.23063782053,5346.20262081662,31.5724224161043,27.2279863950745,9.26670267878486e-05,0.39494872918453,15.9498956158664,9.4561477337426,34.9684448242188,14.9,764,36,1150,6660,0.68,71.1010606585305,7.50000019073486,16,385.88,219.914562021058,0.569395574658307,4.32071327115599,63.8875320466523,729,0.631715771230503
"2",2.2035436055433,-1.11176083867877,7.45,0.158,9.775,0.18,47.485,4.535,31.62,32.405,35.97,2.4051332191259,-1.92864097902105,98.6053292993851,5354.97891575653,5325.30644721294,45.2915385959896,43.4696957581257,9.2007056354364e-05,0.165622076169453,15.3469387755102,9.62067421480202,32.3986854553223,16,752,51,1140,6596,1.08,75.1370650767212,7,22.1428571428571,406.64,222.302783321753,0.545678224948438,3.14415381125227,62.0475961024898,709,0.621929824561404
"3",4.14891356514391,0.705323575933109,7.315,0.3395,6.2075,0.215,52.87,9.315,30.91,32.065,37.025,3.37599807583136,-1.495899400503,29.425980623059,7311.84997855188,6764.73651529004,44.3448258178849,41.3464952089124,9.17629479967656e-05,0.272575509906594,16.128364389234,9.63179109275701,34.6794013977051,15.3,779,41,1139,6892,0.68,80.2178305055823,10.1,19,366.4,201.109792836451,0.548807293565669,4.19298151196803,66.2274170042344,748,0.656716417910448
"4",2.97118275234442,-0.861407405375594,7.105,0.20645,5.961,0.36,59.885,8.91,44.125,28.58,27.295,2.52378822363145,-0.774611117935468,66.3499274625704,6005.86167264154,5903.02839591767,45.2884074908272,42.4566247122736,9.28792101334419e-05,0.25743479805033,15.398773006135,9.56428520622275,32.5489692687988,15.9,753,49,1145,6585,0.68,69.5968006471503,9.2,17,387.6,212.91522211926,0.54875772687423,4.30899757840537,62.0117282633695,714,0.623580786026201
"5",5.22803763580536,0.383123508830331,7.29,0.3585,8.442,0.19,71.04,11.39,21.03,20.795,58.175,0.555938494672021,-2.65259408427246,265.258238789594,997.251423222676,881.318452871863,25.5248733384002,22.2435825826456,9.33638024315251e-05,0.298299159614049,15.9183673469388,10.6074823548611,33.3333320617676,16,780,57,1061,7332,1.08,81.1357987811386,5.4199999332428,34,365.36,228.509784870745,0.62976756897675,3.5587063973064,54.2738410657495,727,0.685202639019793
"6",-1.10905542350461,0.10685786105954,5.905,0.0251,1.755,0.67,14.355,1.89,6.83,20.695,72.475,1.40002661027116,1.14283859406066,70.7355303438917,3214.7993839846,2939.61848483081,45.4801078750735,41.587094506643,9.22459556500658e-05,0.353910306220958,12.8803245436105,6.29536878964347,28.2122840881348,16.3,635,29,1313,4843,0.6,73.8834980217813,7.12,12.6,453.28,241.424492482158,0.534574065088391,3.69507616747182,60.546407242107,567,0.431835491241432
"7",-0.391653301881527,-0.367528804758567,5.8,0.0332,2.07,0.74,22.985,2.19,6.675,25.48,67.85,0.402964452624146,0.596030266355227,71.867298829394,8394.07375541895,7322.51745831304,71.8356553365667,62.1368763366892,9.29921344411117e-05,0.881707181807039,13.4151329243354,6.54906306468197,29.613899230957,15.9,656,26,1306,5015,0.51,73.9170720454796,7.4857142993382,30.7142857142857,450.84,235.453252459334,0.526409151743994,4.38574620689655,61.0729736548026,592,0.453292496171516
"8",0.420887391651106,-0.814244697041028,7.195,0.13105,7.005,0.43,29.89,2.49,15.75,21.1,63.15,2.4226729640349,0.427831945297488,120.250401584616,1964.28204616055,1658.38261188919,35.1991619520478,29.2755050499535,9.39358461428865e-05,0.538514263826749,12.7016129032258,6.27432546021678,27.3816890716553,16.6,630,33,1317,4783,0.3,74.0878879231903,5.6,39.5,451.12,210.859038553926,0.468180229936801,6.15591513778367,60.1960740247011,554,0.420652999240699
"9",1.44463812877159,-1.6354544748852,6.36,0.096,2.03,0.515,21.445,4.02,8.975,22.765,68.265,0.439850439584301,0.480502698493501,205.133037997286,1135.81603252206,811.668473680968,37.074348025436,22.491632432123,0.000100450541782891,1.32570141757391,12.6156941649899,6.24229668730175,27.0026988983154,16.7,627,35,1320,4742,0.3,72.011662921614,6.71666666666667,30,434.933333333333,231.600885307477,0.441918135145302,5.11449611653778,65.588222549194,549,0.415909090909091
"10",2.25852373115054,-0.614799595784723,6.65,0.10195,2.045,0.625,22.285,4.795,10.07,22.265,67.665,0.857721116831636,0.988226135910756,70.3111171618284,3880.13614525363,4062.21067628311,28.7300146702475,27.3707941433105,9.27691777412466e-05,0.123565502448819,12.3061630218688,6.1888860005199,25.8231639862061,17.3,619,40,1334,4662,0.3,77.3038228532308,9.58,39,411.2,216.912779584363,0.528666405044609,6.21280126757774,57.4399599158591,541,0.405547226386807
